,Sample_ID,Sample_Longitude,Sample_Latitude,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment,mean.error,predict.error
19,300135,-0.326989446909,42.7815326509,-531.087695889953,86.14138940254625,1020.1442676366016
20,300160,0.343430427561,41.4757787139,-1023.7213299948822,126.89577025826912,1024.3908064469615
21,300013,0.343444636563,41.52627697,-1023.065318622241,126.82966392885186,1024.3826196670473
22,300147,-0.348060849653,42.1437312781,-1342.3955569335506,160.91463650565083,1029.158640864159
48,300049,-0.693616038244,40.9894170896,-107.1736187206632,78.88546217902152,1019.5572097566742
49,300242,0.724716805109,42.7403664075,-67.94983005518084,80.03402708136849,1019.646719856676
67,102323,-100.180657326,33.0102132144,-131.29113516624142,78.32848070933818,1019.5142660668612
69,102224,-100.194220496,34.5683416663,-194.37224830198403,77.4282557810199,1019.4454976196168
80,102334,-100.764591705,32.0562554455,-120.69561069467416,78.55894248140386,1019.5319981576909
88,102333,-101.013093652,32.1979221272,-137.10356092491747,78.21161219601568,1019.505293809658
93,102223,-101.418754189,34.8389546627,-144.10619804052928,78.07985970102237,1019.4951948462282
95,102390,-101.443953398,29.802283315,-130.88422550088805,78.33691659252308,1019.5149142238388
96,102196,-101.489320042,36.7189463133,-715.5517479685882,98.75957836645,1021.287149700189
99,102384,-101.756258492,29.7770883199,-140.9069847380027,78.13882228830224,1019.499712296291
101,102170,-102.01048068,38.0308437008,-203.47866537997288,77.36606226294032,1019.4407758245158
107,102193,-103.043704761,35.3938102936,-238.0416499470821,77.28738032580203,1019.4348076170652
109,102005,-103.527093074,40.3562566352,-213.14305199712885,77.3189477498073,1019.4372013541366
111,102003,-103.918558176,40.3189248751,-202.3449542592078,77.3728646852311,1019.4412920875908
113,102389,-104.001812299,30.6143737422,-55.29353092510375,80.46703816159852,1019.6807991004428
114,102388,-104.039592477,32.0770886432,-141.662489115643,78.1247113098023,1019.4986308675736
119,102387,-104.385426059,34.6020890471,-125.9440013007022,78.44198175533764,1019.52299254373
131,101971,-104.864617579,39.6563259203,-97.57091506736288,79.13918010212947,1019.5768718693332
139,101973,-105.002093351,39.7395897812,-116.69660384977507,78.651739900903,1019.5391527612152
155,103716,-105.063756705,39.8854549663,-80.38450076702944,79.63794039838902,1019.615706712345
166,103800,-105.160332804,40.1021619892,-120.77256696689878,78.5571878634896,1019.531862958994
173,103988,-105.247612894,40.7019953428,-50.12943554540968,80.6522624400608,1019.6954325975564
184,102383,-105.606259441,31.0812550748,-138.61558436927064,78.18232544037227,1019.5030474868043
197,103648,-105.827082693,39.6934534954,-63.61709383430028,80.17889532710073,1019.6581010708892
218,102369,-106.110671147,36.0731670909,-122.168393554813,78.52556729970154,1019.5294270119708
238,102375,-106.535254648,35.3897254313,-176.976043857501,77.59491152616073,1019.4581688908916
239,102382,-106.539593022,31.8020884895,-173.5881117061121,77.63464932013359,1019.461194258358
240,102381,-106.635519043,31.9395562678,-466.1656285862429,82.8289079819342,1019.8699014193414
248,101909,-106.838393982,48.9690056739,-425.085841782667,81.09734825768791,1019.7307329476964
250,102377,-106.856563874,34.4102225793,-177.9124773383586,77.58434569372702,1019.4573647388796
258,102379,-106.994209658,33.6813115459,-332.43719365491233,78.33685717118634,1019.514909658057
263,101962,-107.056196326,41.8729876817,-368.2456037870734,79.20796847414263,1019.5822135038538
266,102380,-107.206259919,33.1479220078,-177.34878549197464,77.59068417098074,1019.4578471392224
271,102417,-107.331383769,39.543450231,-73.43091737364483,79.85582471848134,1019.6327478877316
275,103438,-107.664749535,37.9567125117,-32.64632336125253,81.31552892854378,1019.7481076562714
276,103445,-107.673035471,38.0230633522,-56.92219766992624,80.40964390072047,1019.6762714978996
277,103443,-107.697871499,37.9980323731,-79.19244490398196,79.67463878293006,1019.6185737268656
299,102456,-108.648113093,33.1647748042,-89.49008167388219,79.36659670046276,1019.5945490710664
301,101906,-108.688797062,47.6312570792,-161.8922959601605,77.78998760476141,1019.473035442903
305,410207,-1.08887625195,9.68960497987,-60.43807154257302,80.28742336256052,1019.6666407085288
318,102445,-109.864594151,37.1479224398,-202.1392561004777,77.37412758620071,1019.4413879391708
321,103325,-110.106135376,31.4397651895,-126.82236244446771,78.42294439315162,1019.521527987962
322,103326,-110.134686082,31.5492367015,-103.42609944807992,78.98233138065528,1019.564709321552
325,102459,-110.17263302,31.626794209,-61.85971132381819,80.23865703823287,1019.662802061013
340,102466,-110.9229274,33.6187552268,-144.0758414400331,78.08040944618887,1019.4952369495904
348,102463,-111.039593956,31.6145882639,-87.03396834566753,79.43821964300834,1019.6001267966124
368,102447,-111.411016453,35.8778676467,-76.89471541012482,79.74614035473746,1019.6241634666644
375,110155,-111.522932882,58.3819217617,-86.40089616255736,79.45686896505427,1019.6015799562824
377,102467,-111.573165691,33.5521596723,-107.61193886005512,78.87431212059477,1019.5563471118772
