,ID,Importance,std(importance),Uncertainty in importance,Source,Unit,Definition,num_loop,num_training_samples,id_loop
tmp_dc_cyr,15,4.598403984096409,1.1571922273834105,6.076105387923464,RiverAtlas,deg. C,Annual avg. air temp. over reach catchment,9,498,Feb-2023-log10
Mean_Temp_Deg_C,23,4.598403984096409,1.1571922273834105,6.076105387923464,WHONDRS,degrees_Celsius,Mean water temperature from dissolved oxygen (DO) sensor (miniDOT) in degrees Celsius measured during in situ sensor deployment. This calculation excludes the first 20 minutes and last 5 minutes inside the water to account for the equilibration time of the instrument for the CM Data. SSS data are trimmed to the average time of equilibrated CM data.,9,498,Feb-2023-log10
prm_pc_cse,1,4.598403984096409,1.1571922273834105,6.076105387923464,RiverAtlas,percent,Permafrost extent over reach catchment,9,498,Feb-2023-log10
for_pc_cse,22,4.598403984096409,1.1571922273834105,6.076105387923464,RiverAtlas,percent,Forest cover extent over reach catchment,9,498,Feb-2023-log10
ele_mt_cav,24,4.598403984096409,1.1571922273834105,6.076105387923464,RiverAtlas,m,Mean elevation over reach catchment,9,498,Feb-2023-log10
slp_dg_cav,17,4.598403984096409,1.1571922273834105,6.076105387923464,RiverAtlas,degx10,Mean terrain slope over reach catchment,9,498,Feb-2023-log10
gwt_cm_cav,18,4.598403984096409,1.1571922273834105,6.076105387923464,RiverAtlas,cm,Mean ground water table depth over reach catchment,9,498,Feb-2023-log10
pre_mm_cyr,10,3.9569417286489696,1.0012813661476636,5.494429775620268,RiverAtlas,mm,Annual avg. precipitation over reach catchment,9,498,Feb-2023-log10
run_mm_cyr,9,3.9569417286489696,1.0012813661476636,5.494429775620268,RiverAtlas,mm/year,Annual avg. land surface runoff over reach catchment,9,498,Feb-2023-log10
pst_pc_cse,6,3.9569417286489696,1.0012813661476636,5.494429775620268,RiverAtlas,percent,Pasture extent over reach catchment,9,498,Feb-2023-log10
tmp_dc_cdi,8,3.9569417286489696,1.0012813661476636,5.494429775620268,RiverAtlas,deg. C,Range of annual min and max air temp. over reach catchment derived from RA data,9,498,Feb-2023-log10
pre_mm_cdi,7,3.9569417286489696,1.0012813661476636,5.494429775620268,RiverAtlas,mm,Range of annual min and max precip. over reach catchment derived from RA data,9,498,Feb-2023-log10
RA_dm,14,3.9308505249759804,0.8951942344796995,5.270573781425887,RiverAtlas,m,Est. avg. depth of reach derived from other RA vars.,9,498,Feb-2023-log10
RA_ms_av,12,3.9308505249759804,0.8951942344796995,5.270573781425887,RiverAtlas,m/s,Annual avg. stream speed,9,498,Feb-2023-log10
RA_ms_di,11,3.9308505249759804,0.8951942344796995,5.270573781425887,RiverAtlas,m/s,Range between annual min and max avg. stream speed,9,498,Feb-2023-log10
RA_SO,13,3.9308505249759804,0.8951942344796995,5.270573781425887,RiverAtlas,non-dim.,Stream order,9,498,Feb-2023-log10
Mean_DO_percent_saturation,19,2.6255271822172057,0.8471118365401086,3.8630155876523866,WHONDRS,percent_saturation,Dissolved oxygen saturation measured during in situ sensor deployment.,9,498,Feb-2023-log10
Mean_DO_mg_per_L,20,2.6255271822172057,0.8471118365401086,3.8630155876523866,WHONDRS,milligrams_per_liter,Dissolved oxygen measured during in situ sensor deployment.,9,498,Feb-2023-log10
crp_pc_cse,21,2.2465356410011887,0.533879834084288,3.4718625236919327,RiverAtlas,percent,Cropland extent over reach catchment,9,498,Feb-2023-log10
pH,5,1.875739723439926,0.6814620177978175,3.451290279459299,WHONDRS,pH,pH.,9,498,Feb-2023-log10
ppd_pk_cav,3,1.6508459059019942,0.40040065231235233,2.559573376183481,RiverAtlas,people/km^2,Average population density over reach catchment,9,498,Feb-2023-log10
ire_pc_cse,16,1.4400293532514954,0.427358075535521,2.5202897890829994,RiverAtlas,percent,Irrigated area extent (Equipped) over reach catchment,9,498,Feb-2023-log10
sgr_dk_rav,4,1.361940743616616,0.3226127507062163,1.9922743467484123,RiverAtlas,dm/km,Avg. stream gradient over reach,9,498,Feb-2023-log10
dor_pc_pva,2,1.3401016624044655,0.19562096731881726,1.755944823298765,RiverAtlas,percent,Degree of dam regulation on reach,9,498,Feb-2023-log10
gla_pc_cse,0,1.004093657492374,0.0059628132711213545,1.0187910398779092,RiverAtlas,percent,Glacier extent over reach catchment,9,498,Feb-2023-log10
