,ID,Importance,std(importance),Uncertainty in importance,Source,Unit,Definition,num_loop,num_training_samples,id_loop
ele_mt_cav,24,4.712519132837516,3.4854681603775384,11.93497777001784,RiverAtlas,m,Mean elevation over reach catchment,2,253,Jul-2022-log10
tmp_dc_cdi,8,4.712519132837516,3.4854681603775384,11.93497777001784,RiverAtlas,deg. C,Range of annual min and max air temp. over reach catchment derived from RA data,2,253,Jul-2022-log10
pre_mm_cyr,10,4.712519132837516,3.4854681603775384,11.93497777001784,RiverAtlas,mm,Annual avg. precipitation over reach catchment,2,253,Jul-2022-log10
run_mm_cyr,9,4.712519132837516,3.4854681603775384,11.93497777001784,RiverAtlas,mm/year,Annual avg. land surface runoff over reach catchment,2,253,Jul-2022-log10
pre_mm_cdi,7,4.712519132837516,3.4854681603775384,11.93497777001784,RiverAtlas,mm,Range of annual min and max precip. over reach catchment derived from RA data,2,253,Jul-2022-log10
gwt_cm_cav,18,4.712519132837516,3.4854681603775384,11.93497777001784,RiverAtlas,cm,Mean ground water table depth over reach catchment,2,253,Jul-2022-log10
slp_dg_cav,17,4.712519132837516,3.4854681603775384,11.93497777001784,RiverAtlas,degx10,Mean terrain slope over reach catchment,2,253,Jul-2022-log10
for_pc_cse,22,4.712519132837516,3.4854681603775384,11.93497777001784,RiverAtlas,percent,Forest cover extent over reach catchment,2,253,Jul-2022-log10
Mean_Temp_Deg_C,23,4.712519132837516,3.4854681603775384,11.93497777001784,WHONDRS,degrees_Celsius,Mean water temperature from dissolved oxygen (DO) sensor (miniDOT) in degrees Celsius measured during in situ sensor deployment. This calculation excludes the first 20 minutes and last 5 minutes inside the water to account for the equilibration time of the instrument for the CM Data. SSS data are trimmed to the average time of equilibrated CM data.,2,253,Jul-2022-log10
tmp_dc_cyr,15,4.712519132837516,3.4854681603775384,11.93497777001784,RiverAtlas,deg. C,Annual avg. air temp. over reach catchment,2,253,Jul-2022-log10
prm_pc_cse,1,4.712519132837516,3.4854681603775384,11.93497777001784,RiverAtlas,percent,Permafrost extent over reach catchment,2,253,Jul-2022-log10
RA_ms_di,11,3.4245818899842213,2.8026621518932004,8.895403841294483,RiverAtlas,m/s,Range between annual min and max avg. stream speed,2,253,Jul-2022-log10
RA_SO,13,3.4245818899842213,2.8026621518932004,8.895403841294483,RiverAtlas,non-dim.,Stream order,2,253,Jul-2022-log10
RA_dm,14,3.4245818899842213,2.8026621518932004,8.895403841294483,RiverAtlas,m,Est. avg. depth of reach derived from other RA vars.,2,253,Jul-2022-log10
RA_ms_av,12,3.4245818899842213,2.8026621518932004,8.895403841294483,RiverAtlas,m/s,Annual avg. stream speed,2,253,Jul-2022-log10
dor_pc_pva,2,3.4245818899842213,2.8026621518932004,8.895403841294483,RiverAtlas,percent,Degree of dam regulation on reach,2,253,Jul-2022-log10
Mean_DO_percent_saturation,19,3.0080182980958474,2.1592774529574825,7.306114033821566,WHONDRS,percent_saturation,Dissolved oxygen saturation measured during in situ sensor deployment.,2,253,Jul-2022-log10
Mean_DO_mg_per_L,20,3.0080182980958474,2.1592774529574825,7.306114033821566,WHONDRS,milligrams_per_liter,Dissolved oxygen measured during in situ sensor deployment.,2,253,Jul-2022-log10
pH,5,1.9117227581428573,0.9844223272922356,3.986829533305949,WHONDRS,pH,pH.,2,253,Jul-2022-log10
ire_pc_cse,16,1.6799951384310343,0.5719116997317236,2.701150831627777,RiverAtlas,percent,Irrigated area extent (Equipped) over reach catchment,2,253,Jul-2022-log10
ppd_pk_cav,3,1.4901842996082093,0.7934810842020704,3.469179474562264,RiverAtlas,people/km^2,Average population density over reach catchment,2,253,Jul-2022-log10
crp_pc_cse,21,1.4722990222177925,0.27933886052602086,1.9538847969741824,RiverAtlas,percent,Cropland extent over reach catchment,2,253,Jul-2022-log10
pst_pc_cse,6,1.4680052776377424,0.46477501388524695,2.086268835223319,RiverAtlas,percent,Pasture extent over reach catchment,2,253,Jul-2022-log10
sgr_dk_rav,4,1.1874989471770965,0.2979223549404066,2.0046646561740067,RiverAtlas,dm/km,Avg. stream gradient over reach,2,253,Jul-2022-log10
gla_pc_cse,0,1.020732458300325,0.04425000386616096,1.1447086404061295,RiverAtlas,percent,Glacier extent over reach catchment,2,253,Jul-2022-log10
