,ID,Importance,std(importance),Uncertainty in importance,Source,Unit,Definition,num_loop,num_training_samples,id_loop
slp_dg_cav,17,5.800410075153192,0.8037036408481689,7.119347215783708,RiverAtlas,degx10,Mean terrain slope over reach catchment,4,426,Sep-2022-log10
tmp_dc_cdi,8,5.800410075153192,0.8037036408481689,7.119347215783708,RiverAtlas,deg. C,Range of annual min and max air temp. over reach catchment derived from RA data,4,426,Sep-2022-log10
for_pc_cse,22,5.800410075153192,0.8037036408481689,7.119347215783708,RiverAtlas,percent,Forest cover extent over reach catchment,4,426,Sep-2022-log10
ele_mt_cav,24,5.800410075153192,0.8037036408481689,7.119347215783708,RiverAtlas,m,Mean elevation over reach catchment,4,426,Sep-2022-log10
Mean_Temp_Deg_C,23,5.800410075153192,0.8037036408481689,7.119347215783708,WHONDRS,degrees_Celsius,Mean water temperature from dissolved oxygen (DO) sensor (miniDOT) in degrees Celsius measured during in situ sensor deployment. This calculation excludes the first 20 minutes and last 5 minutes inside the water to account for the equilibration time of the instrument for the CM Data. SSS data are trimmed to the average time of equilibrated CM data.,4,426,Sep-2022-log10
tmp_dc_cyr,15,5.800410075153192,0.8037036408481689,7.119347215783708,RiverAtlas,deg. C,Annual avg. air temp. over reach catchment,4,426,Sep-2022-log10
gwt_cm_cav,18,5.800410075153192,0.8037036408481689,7.119347215783708,RiverAtlas,cm,Mean ground water table depth over reach catchment,4,426,Sep-2022-log10
ire_pc_cse,16,5.800410075153192,0.8037036408481689,7.119347215783708,RiverAtlas,percent,Irrigated area extent (Equipped) over reach catchment,4,426,Sep-2022-log10
pst_pc_cse,6,5.800410075153192,0.8037036408481689,7.119347215783708,RiverAtlas,percent,Pasture extent over reach catchment,4,426,Sep-2022-log10
pre_mm_cdi,7,5.800410075153192,0.8037036408481689,7.119347215783708,RiverAtlas,mm,Range of annual min and max precip. over reach catchment derived from RA data,4,426,Sep-2022-log10
crp_pc_cse,21,5.800410075153192,0.8037036408481689,7.119347215783708,RiverAtlas,percent,Cropland extent over reach catchment,4,426,Sep-2022-log10
pre_mm_cyr,10,5.800410075153192,0.8037036408481689,7.119347215783708,RiverAtlas,mm,Annual avg. precipitation over reach catchment,4,426,Sep-2022-log10
run_mm_cyr,9,5.800410075153192,0.8037036408481689,7.119347215783708,RiverAtlas,mm/year,Annual avg. land surface runoff over reach catchment,4,426,Sep-2022-log10
prm_pc_cse,1,5.800410075153192,0.8037036408481689,7.119347215783708,RiverAtlas,percent,Permafrost extent over reach catchment,4,426,Sep-2022-log10
dor_pc_pva,2,3.34379208513038,0.4390358519513936,4.008714667020522,RiverAtlas,percent,Degree of dam regulation on reach,4,426,Sep-2022-log10
RA_ms_av,12,3.34379208513038,0.4390358519513936,4.008714667020522,RiverAtlas,m/s,Annual avg. stream speed,4,426,Sep-2022-log10
RA_dm,14,3.34379208513038,0.4390358519513936,4.008714667020522,RiverAtlas,m,Est. avg. depth of reach derived from other RA vars.,4,426,Sep-2022-log10
RA_SO,13,3.34379208513038,0.4390358519513936,4.008714667020522,RiverAtlas,non-dim.,Stream order,4,426,Sep-2022-log10
RA_ms_di,11,3.34379208513038,0.4390358519513936,4.008714667020522,RiverAtlas,m/s,Range between annual min and max avg. stream speed,4,426,Sep-2022-log10
Mean_DO_mg_per_L,20,2.9493155743570982,0.6052031924602593,3.719341623434345,WHONDRS,milligrams_per_liter,Dissolved oxygen measured during in situ sensor deployment.,4,426,Sep-2022-log10
Mean_DO_percent_saturation,19,2.9493155743570982,0.6052031924602593,3.719341623434345,WHONDRS,percent_saturation,Dissolved oxygen saturation measured during in situ sensor deployment.,4,426,Sep-2022-log10
pH,5,1.6526156696065386,0.4688367920091808,2.8407967985356484,WHONDRS,pH,pH.,4,426,Sep-2022-log10
sgr_dk_rav,4,1.4392489325510245,0.23366328471661246,1.889223867878126,RiverAtlas,dm/km,Avg. stream gradient over reach,4,426,Sep-2022-log10
ppd_pk_cav,3,1.2460794706202845,0.19479823139041402,1.73605780292314,RiverAtlas,people/km^2,Average population density over reach catchment,4,426,Sep-2022-log10
gla_pc_cse,0,1.0030180416929344,0.00361428500392499,1.0076940248765542,RiverAtlas,percent,Glacier extent over reach catchment,4,426,Sep-2022-log10
