Sample_Name,Predicted_Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_Nov2023,mean.error_Nov2023,predict.error_Nov2023,pca.dist_Nov2023,mean.error.scaled_Nov2023,pca.dist.scaled_Nov2023,combined.metric_Nov2023,Predicted_Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_Jul2022,mean.error_Jul2022,predict.error_Jul2022,pca.dist_Jul2022,mean.error.scaled_Jul2022,pca.dist.scaled_Jul2022,combined.metric_Jul2022,Observed_Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment,Methods_Deviation,Site_ID,Observed_Sample_Date,Latitude,Longitude,Log_Observed_Normalized_Respiration_Rate,Log_Predicted_Normalized_Respiration_Rate_Nov2023,Log_Predicted_Normalized_Respiration_Rate_Jul2022,Raw_Error_Nov2023,Raw_Error_Jul2022,Log_mean.error_Nov2023,Log_mean.error_Jul2022
MP-100001,-203.19309416415845,74.33529983316672,934.61788229388,1.250398777776169,0.1738329613802522,0.0882735927505251,0.01534486003949807,-187.5705680912624,178.02598073376302,1351.009438081291,0.9501961484129792,0.09768639430941475,0.0650077738272091,0.00635037502726195,-9999,N/A,MP-100001,-9999,47.1601807342,-67.9273612252,-9999,2.307908943683909,2.273164693753428,-9999,-9999,1.871195097504233,2.2504833869490026
MP-100002,-338.1890031226445,82.80922261526342,935.6963889369928,1.678210050687316,0.19135014859951188,0.11847550813163758,0.0226703060863915,-271.5783405737458,183.4097199654992,1351.7827576173704,1.6633698257875733,0.09972011862022116,0.1137996292727613,0.01134811253001689,-9999,N/A,MP-100002,-9999,46.8479089414,-68.0024586084,-9999,2.5291594815562193,2.4338951303198093,-9999,-9999,1.918078707652861,2.2634223477763253
MP-100003,-325.9860607767438,83.2604816686565,935.7676190114926,1.8190858205196083,0.19184192383678467,0.1284208236226758,0.02463649786447849,-286.2280827020025,180.3721755099853,1351.3487393427897,1.7952038537263155,0.09848666496250924,0.1228190687698439,0.01209604047694297,-9999,N/A,MP-100003,-9999,46.7736187052,-67.8319392853,-9999,2.5131990299539217,2.4567122414579847,-9999,-9999,1.9204389189869169,2.2561695434360938
MP-100004,-130.95131356545917,73.81937628950729,934.5760073271516,1.0819084764488058,0.1730682232822926,0.0763787920628301,0.01321874183876165,-229.541975003446,181.5797072295035,1351.5480376166329,1.3378401631813874,0.09881247429273206,0.0915284816617177,0.00904415574125123,-9999,N/A,MP-100004,-9999,45.1687180464,-67.2980373631,-9999,2.117109859167279,2.3608621140367245,-9999,-9999,1.8681703714588038,2.259067311527085
MP-100005,-65.58843385120682,75.52278080978053,934.7123172691964,0.5645776004710431,0.17750465734781762,0.0398571192373404,0.00707482429309519,-194.21580793943275,180.86648240875127,1351.457618584806,0.9624224729819292,0.09842025545004895,0.0658442391650699,0.00648040683854026,-9999,N/A,MP-100005,-9999,44.6060839859,-67.9355420529,-9999,1.8168272607556812,2.288284575836982,-9999,-9999,1.8780779726579755,2.257358092268189
MP-100006,-65.6300178094076,75.49042058002507,934.7093639150886,1.26051070882148,0.17715154578782644,0.0889874581979967,0.01576426577550468,-1607.3290552418384,529.9409470280744,1496.2921618204423,1.5587643384505352,0.25111140920031566,0.1066430333706954,0.02677928239111155,-9999,N/A,MP-100006,-9999,45.2562592587,-68.6437497835,-9999,1.817102522107394,3.206104795398503,-9999,-9999,1.8778918449644801,2.7242274775088604
MP-100007,-69.12574155796082,75.41473196813946,934.7034327786891,1.252981090226144,0.17689564259361673,0.0884558945902383,0.01564746231473339,-1192.3851424445988,396.3228367771106,1412.9519174303289,1.5670706630502862,0.1921018944261032,0.1072113114802393,0.02059549603926095,-9999,N/A,MP-100007,-9999,44.8272759862,-68.6976688239,-9999,1.839639803304479,3.0764165559260697,-9999,-9999,1.8774561918580592,2.5980490978212845
MP-100008,-60.32963256854858,75.66583796936773,934.723509390133,0.3443022023646849,0.1775364909049803,0.0243064796086114,0.00431528709596628,-426.0651157243595,186.7592836231556,1352.2318306942511,0.7673508104088246,0.10230087892072386,0.05249838995085219,0.00537063143389503,-9999,N/A,MP-100008,-9999,45.0515545607,-69.8848789022,-9999,1.7805306802983742,2.629475977597291,-9999,-9999,1.8788998460774042,2.271282199382204
MP-100009,-63.70065185424479,75.571383059878,934.7160106235872,1.0320231487557616,0.17716966696001618,0.0728570698896575,0.01290806280803319,-228.43594970619705,193.78076091862437,1353.3370699978827,1.3630542639091356,0.10766775578583002,0.0932535071315678,0.01004039583201377,-9999,N/A,MP-100009,-9999,44.4726905408,-69.6814483853,-9999,1.8041438765308455,2.3587644512833013,-9999,-9999,1.8783573704747123,2.287310656916814
MP-100010,-47.17711215032851,76.05548204832198,934.7552461977195,1.7746228386519405,0.17846986000758475,0.1252818992862005,0.0223590430270925,-89.15954603002247,194.0768236174078,1353.3561602206123,1.784923019322029,0.10460670042657425,0.12211570435521742,0.01277412090286629,-9999,N/A,MP-100010,-9999,44.389592367,-70.9770838575,-9999,1.6737313529217248,1.950167848534556,-9999,-9999,1.881130523287496,2.287973675645741
MP-100011,-101.75027175757658,74.54074654020295,934.6334973039244,1.8960252803800235,0.17475294828474125,0.1338524688440849,0.02339111356569525,-141.14421571644124,188.2402792509908,1352.4751569645134,2.201762630299977,0.10189596402726483,0.1506338321101395,0.01534897953798379,-9999,N/A,MP-100011,-9999,44.0731455038,-70.2064326548,-9999,2.0075355778251036,2.149663084864058,-9999,-9999,1.8723937379840552,2.274712558436316
MP-100013,-76.20307473069515,75.1812841663936,934.6844568517968,1.7764343823192772,0.17636629727250155,0.1254097876613193,0.02211805989155749,-141.25791667244465,188.64735416134073,1352.5373735013357,2.092521588296673,0.1019205629973348,0.1431600942265873,0.01459095740232523,-9999,N/A,MP-100013,-9999,43.918531399,-69.9744186896,-9999,1.8819724951143246,2.150012796815805,-9999,-9999,1.8761097395956106,2.275650718462603
MP-100014,-63.58407725157791,75.54086695699145,934.713495692368,0.6791082649563117,0.17718086475463152,0.0479425663874091,0.00849450537107744,-128.6268832136886,187.6373206203271,1352.3790134434353,1.0115116092564005,0.101463558392615,0.0692026778133783,0.00702154994124299,-9999,N/A,MP-100014,-9999,43.7268608231,-70.3019546667,-9999,1.8033483730768276,2.1093317462803123,-9999,-9999,1.8781819647710516,2.273319222782289
MP-100015,-53.00941618966755,75.87092910188791,934.7402330754394,0.8907602337804889,0.1779490062910229,0.0628844233636774,0.01119022064875034,-136.74982458295514,191.68643460670407,1352.9841835787047,1.3089291005320445,0.10349931596847736,0.0895505281360674,0.00926841840669881,-9999,N/A,MP-100015,-9999,43.8061260977,-70.7813953823,-9999,1.724353021223181,2.1359267779107447,-9999,-9999,1.880075402389524,2.282591379524329
MP-100016,-61.812243778129506,75.56805975563199,934.7155637967468,0.5082378240884641,0.17750780021921408,0.0358797365299641,0.00636893310387886,-122.26403364136482,189.0453176843822,1352.5976578753475,0.3787098105222804,0.10201953557177688,0.02590947327001529,0.00264327242991628,-9999,N/A,MP-100016,-9999,43.4072254227,-70.8521447672,-9999,1.7910745087232547,2.087298719601067,-9999,-9999,1.8783382716522068,2.276565925131412
