,ID,Importance,std(importance),Uncertainty in importance,Source,Unit,Definition,num_loop,num_training_samples,id_loop
Mean_DO_mg_per_L,20,1.109215775520376,0.2295648214386296,1.7208130241332629,WHONDRS,milligrams_per_liter,Dissolved oxygen measured during in situ sensor deployment.,0,180,Dec-2021a-log10
Mean_DO_percent_saturation,19,1.109215775520376,0.2295648214386296,1.7208130241332629,WHONDRS,percent_saturation,Dissolved oxygen saturation measured during in situ sensor deployment.,0,180,Dec-2021a-log10
RA_SO,13,1.1527161247343802,0.26684664167382816,1.8322913103625056,RiverAtlas,non-dim.,Stream order,0,180,Dec-2021a-log10
RA_ms_di,11,1.1527161247343802,0.26684664167382816,1.8322913103625056,RiverAtlas,m/s,Range between annual min and max avg. stream speed,0,180,Dec-2021a-log10
RA_dm,14,1.1527161247343802,0.26684664167382816,1.8322913103625056,RiverAtlas,m,Est. avg. depth of reach derived from other RA vars.,0,180,Dec-2021a-log10
RA_ms_av,12,1.1527161247343802,0.26684664167382816,1.8322913103625056,RiverAtlas,m/s,Annual avg. stream speed,0,180,Dec-2021a-log10
dor_pc_pva,2,1.1527161247343802,0.26684664167382816,1.8322913103625056,RiverAtlas,percent,Degree of dam regulation on reach,0,180,Dec-2021a-log10
Mean_Temp_Deg_C,23,1.1698539652763145,0.30513318480339724,1.922379680035084,WHONDRS,degrees_Celsius,Mean water temperature from dissolved oxygen (DO) sensor (miniDOT) in degrees Celsius measured during in situ sensor deployment. This calculation excludes the first 20 minutes and last 5 minutes inside the water to account for the equilibration time of the instrument for the CM Data. SSS data are trimmed to the average time of equilibrated CM data.,0,180,Dec-2021a-log10
tmp_dc_cyr,15,1.1698539652763145,0.30513318480339724,1.922379680035084,RiverAtlas,deg. C,Annual avg. air temp. over reach catchment,0,180,Dec-2021a-log10
prm_pc_cse,1,1.1698539652763145,0.30513318480339724,1.922379680035084,RiverAtlas,percent,Permafrost extent over reach catchment,0,180,Dec-2021a-log10
gwt_cm_cav,18,1.1698539652763145,0.30513318480339724,1.922379680035084,RiverAtlas,cm,Mean ground water table depth over reach catchment,0,180,Dec-2021a-log10
slp_dg_cav,17,1.1698539652763145,0.30513318480339724,1.922379680035084,RiverAtlas,degx10,Mean terrain slope over reach catchment,0,180,Dec-2021a-log10
ele_mt_cav,24,1.1698539652763145,0.30513318480339724,1.922379680035084,RiverAtlas,m,Mean elevation over reach catchment,0,180,Dec-2021a-log10
for_pc_cse,22,1.1698539652763145,0.30513318480339724,1.922379680035084,RiverAtlas,percent,Forest cover extent over reach catchment,0,180,Dec-2021a-log10
run_mm_cyr,9,1.1698539652763145,0.30513318480339724,1.922379680035084,RiverAtlas,mm/year,Annual avg. land surface runoff over reach catchment,0,180,Dec-2021a-log10
pre_mm_cyr,10,1.1698539652763145,0.30513318480339724,1.922379680035084,RiverAtlas,mm,Annual avg. precipitation over reach catchment,0,180,Dec-2021a-log10
pre_mm_cdi,7,1.1698539652763145,0.30513318480339724,1.922379680035084,RiverAtlas,mm,Range of annual min and max precip. over reach catchment derived from RA data,0,180,Dec-2021a-log10
tmp_dc_cdi,8,1.1698539652763145,0.30513318480339724,1.922379680035084,RiverAtlas,deg. C,Range of annual min and max air temp. over reach catchment derived from RA data,0,180,Dec-2021a-log10
pst_pc_cse,6,1.014580360146755,0.04383683846194924,1.136785577791768,RiverAtlas,percent,Pasture extent over reach catchment,0,180,Dec-2021a-log10
gla_pc_cse,0,0.999387386339164,0.001479226809915853,1.000375623501309,RiverAtlas,percent,Glacier extent over reach catchment,0,180,Dec-2021a-log10
crp_pc_cse,21,1.0393823156053694,0.08679333511592043,1.2683813596848093,RiverAtlas,percent,Cropland extent over reach catchment,0,180,Dec-2021a-log10
pH,5,1.1030206827556106,0.23158508898805683,1.7267838768841368,WHONDRS,pH,pH.,0,180,Dec-2021a-log10
ire_pc_cse,16,1.0145661980312386,0.03412272419306843,1.1069026570552136,RiverAtlas,percent,Irrigated area extent (Equipped) over reach catchment,0,180,Dec-2021a-log10
ppd_pk_cav,3,0.9968885076329841,0.02996582169957989,1.0459418882383582,RiverAtlas,people/km^2,Average population density over reach catchment,0,180,Dec-2021a-log10
sgr_dk_rav,4,1.0346502949969856,0.06728564299234967,1.1787957701264136,RiverAtlas,dm/km,Avg. stream gradient over reach,0,180,Dec-2021a-log10
Mean_DO_mg_per_L,20,2.118475287189612,1.4798937992454964,5.883208653436353,WHONDRS,milligrams_per_liter,Dissolved oxygen measured during in situ sensor deployment.,1,224,Dec-2021b-log10
Mean_DO_percent_saturation,19,2.118475287189612,1.4798937992454964,5.883208653436353,WHONDRS,percent_saturation,Dissolved oxygen saturation measured during in situ sensor deployment.,1,224,Dec-2021b-log10
RA_ms_di,11,2.1146025149429595,0.5603387128558853,2.851638522162214,RiverAtlas,m/s,Range between annual min and max avg. stream speed,1,224,Dec-2021b-log10
RA_SO,13,2.1146025149429595,0.5603387128558853,2.851638522162214,RiverAtlas,non-dim.,Stream order,1,224,Dec-2021b-log10
RA_dm,14,2.1146025149429595,0.5603387128558853,2.851638522162214,RiverAtlas,m,Est. avg. depth of reach derived from other RA vars.,1,224,Dec-2021b-log10
RA_ms_av,12,2.1146025149429595,0.5603387128558853,2.851638522162214,RiverAtlas,m/s,Annual avg. stream speed,1,224,Dec-2021b-log10
dor_pc_pva,2,2.1146025149429595,0.5603387128558853,2.851638522162214,RiverAtlas,percent,Degree of dam regulation on reach,1,224,Dec-2021b-log10
pre_mm_cyr,10,3.1608249446574765,2.012921989528641,7.917636654427738,RiverAtlas,mm,Annual avg. precipitation over reach catchment,1,224,Dec-2021b-log10
run_mm_cyr,9,3.1608249446574765,2.012921989528641,7.917636654427738,RiverAtlas,mm/year,Annual avg. land surface runoff over reach catchment,1,224,Dec-2021b-log10
slp_dg_cav,17,3.1608249446574765,2.012921989528641,7.917636654427738,RiverAtlas,degx10,Mean terrain slope over reach catchment,1,224,Dec-2021b-log10
gwt_cm_cav,18,3.1608249446574765,2.012921989528641,7.917636654427738,RiverAtlas,cm,Mean ground water table depth over reach catchment,1,224,Dec-2021b-log10
ele_mt_cav,24,3.1608249446574765,2.012921989528641,7.917636654427738,RiverAtlas,m,Mean elevation over reach catchment,1,224,Dec-2021b-log10
tmp_dc_cyr,15,3.1608249446574765,2.012921989528641,7.917636654427738,RiverAtlas,deg. C,Annual avg. air temp. over reach catchment,1,224,Dec-2021b-log10
Mean_Temp_Deg_C,23,3.1608249446574765,2.012921989528641,7.917636654427738,WHONDRS,degrees_Celsius,Mean water temperature from dissolved oxygen (DO) sensor (miniDOT) in degrees Celsius measured during in situ sensor deployment. This calculation excludes the first 20 minutes and last 5 minutes inside the water to account for the equilibration time of the instrument for the CM Data. SSS data are trimmed to the average time of equilibrated CM data.,1,224,Dec-2021b-log10
prm_pc_cse,1,3.1608249446574765,2.012921989528641,7.917636654427738,RiverAtlas,percent,Permafrost extent over reach catchment,1,224,Dec-2021b-log10
