Sample_ID,Sample_Longitude_pre_avg,Sample_Latitude_pre_avg,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_pre_avg,mean.error_pre_avg,predict.error_pre_avg,pca.dist_pre_avg,mean.error.scaled_pre_avg,pca.dist.scaled_pre_avg,combined.metric_pre_avg,Sample_Longitude_pre_std,Sample_Latitude_pre_std,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_pre_std,mean.error_pre_std,predict.error_pre_std,pca.dist_pre_std,mean.error.scaled_pre_std,pca.dist.scaled_pre_std,combined.metric_pre_std
100001,-67.9273612252,47.1601807342,-145.29281269117885,252.79105108142653,850.1126336499456,1.310280332762218,0.0383062501989214,0.0903506954985907,0.0034609963474155,0.0,0.0,138.05473695955067,167.80372803628833,216.70347016804627,0.0,0.0723363951358941,0.0,0.0065356436103889
100002,-68.0024586084,46.8479089414,-206.64927293839804,295.82685498665654,871.8953289273516,1.6859524225239355,0.0437798741100497,0.1162552548060071,0.0050896404200387,0.0,0.0,379.3597513413013,235.8749599448064,242.88910940870988,0.0,0.0730624049419695,0.0,0.0084938885032683
100003,-67.8319392853,46.7736187052,-1071.307464424944,832.3370355226822,1364.9752874803564,1.807150152103587,0.1353088350645481,0.1246124734000519,0.0168611686102729,0.0,0.0,2985.2165057557786,1845.44773116486,1689.9859459725867,0.0,0.3124862510893355,0.0,0.0389396846517517
100004,-67.2980373631,45.1687180464,-66.05519800979499,261.5542755242203,854.9427052420731,1.1248214565977384,0.03471507904553,0.0775623340854849,0.0026925825587333,0.0,0.0,28.419117592351185,182.35867965318224,218.89387580673136,0.0,0.0657691162059497,0.0,0.0051012061636729
100005,-67.9355420529,44.6060839859,-41.68314255894647,294.7946644591022,866.9744938201263,0.5649783341939224,0.0366322774920749,0.0389582169248049,0.0014271282129858,0.0,0.0,15.393488403334802,197.32730837536383,226.11115301717533,0.0,0.068790717507939,0.0,0.0026799636950872
100006,-68.6437497835,45.2562592587,-54.943406126381866,275.5972640904248,860.2324368678076,1.2806765955353634,0.0355255973380774,0.0883093626777238,0.003137242859671,0.0,0.0,19.769705903763565,191.1012968893969,222.440974893767,0.0,0.0670348040431635,0.0,0.0059198008222778
100007,-68.6976688239,44.8272759862,-69.12566485533759,264.59404705596273,856.6472344833564,1.2454895137270363,0.0349466747399388,0.085883028988317,0.0030013262797354,0.0,0.0,28.59881591763081,188.63751620641668,220.86062371835615,0.0,0.0664142373927668,0.0,0.0057038558752399
100008,-69.8848789022,45.0515545607,-60.89882955897904,267.0481556669438,857.1777829289956,0.4012969948907051,0.0348341616669556,0.0276715308039729,0.0009639145775976,0.0,0.0,22.833715759258624,187.18181120197676,220.61666160209063,0.0,0.0657211861782331,0.0,0.0018186058278046
100009,-69.6814483853,44.4726905408,-84.72231517967319,233.0884770704437,845.5912072532326,1.0391579237511228,0.0344546109427659,0.0716553845739695,0.0024688583974503,0.0,0.0,33.951311689944475,172.82675308586735,215.76266081922645,0.0,0.06883133116454,0.0,0.0049321355053333
100010,-70.9770838575,44.389592367,-67.18318701684458,262.57067843712554,854.9203589040548,1.7590387800853473,0.0350086601504211,0.1212949421706273,0.0042463734084164,0.0,0.0,26.14695836244388,183.0125993500592,220.87965153365096,0.0,0.0673257143490267,0.0,0.0081662686285613
100011,-70.2064326548,44.0731455038,-191.84463010586043,297.9413608076052,871.9356566174083,1.9488530127690549,0.0381071720414095,0.1343836282400813,0.0051209800408935,0.0,0.0,171.86481519580647,194.9417231299644,206.5848225430781,0.0,0.0657652586848372,0.0,0.0088377740742159
100013,-69.9744186896,43.918531399,-100.41301668038724,232.21074435641603,845.3448111336822,1.827705064989301,0.0336918826023379,0.1260298423620221,0.0042461826532523,0.0,0.0,46.74717072505321,173.89085729247628,216.6370601547212,0.0,0.0661725093399851,0.0,0.0083397109208177
100014,-70.3019546667,43.7268608231,-78.77228554050802,243.02210979764465,848.2169205794662,0.7442472662973415,0.0348447562103944,0.0513197492563543,0.0017882241516162,0.0,0.0,27.596574603025854,173.63960373644392,217.1371538420192,0.0,0.068791282441632,0.0,0.0035303513659276
100015,-70.7813953823,43.8061260977,-64.22123386894577,257.0180576146005,853.1216992982982,0.9525906153235192,0.0344069088923366,0.0656861149998879,0.0022600561742926,0.0,0.0,23.044409009370444,182.0468255037596,220.55192655183671,0.0,0.0658736191463598,0.0,0.0043269821227066
100016,-70.8521447672,43.4072254227,-50.06545762559844,282.5869080838829,862.1804318876224,0.3510062357363629,0.0351539294534145,0.024203719410385,0.0008508558446628,0.0,0.0,18.272094286245096,190.7993553072656,223.5433465745496,0.0,0.0658333740101724,0.0,0.0015934125123811
100017,-70.7435056312,43.3151044661,-50.31347921837027,284.4229211805156,863.2245042337772,0.2523072784295302,0.0352466164873947,0.0173979090698917,0.000613217428669,0.0,0.0,19.70825104492117,194.0447138104215,224.4452820859812,0.0,0.0656502735066249,0.0,0.0011421774888817
100018,-71.1021736139,43.2522405659,-60.28467013493575,274.645400346971,858.7637833554369,0.5925101817186359,0.035036140558155,0.0408566820929228,0.0014314604565474,0.0,0.0,31.04575765398686,182.482638238244,220.1893861649972,0.0,0.0660706041059395,0.0,0.0026994256676437
100019,-70.8894448683,43.1802865919,-68.50516755405069,253.671873427752,851.0496830350581,0.6351987945629565,0.0345645600937804,0.0438002856592097,0.0015139376057924,0.0,0.0,21.948588606934987,172.26683514160968,217.26169462296784,0.0,0.0670717321373919,0.0,0.0029377610272757
100020,-71.2312026375,43.0816073977,-44.62646291712663,290.0024223595698,864.9298489806777,0.6731542544146947,0.0356876644690131,0.0464175135224594,0.0016565326480753,0.0,0.0,15.02792728042222,193.63927563160797,224.7333244771384,0.0,0.0666079797199313,0.0,0.0030917767993536
100021,-71.0594449203,43.0980643491,-52.62090477166257,282.6186587249851,862.2132952376257,0.3225776030237754,0.0351174992393986,0.0222434162039395,0.0007811331516234,0.0,0.0,19.476888397265,190.59713791470455,223.2744419829669,0.0,0.0656096633060731,0.0,0.0014593830479173
100022,-71.527171193,43.2078545482,-80.33989860029794,245.2102065158328,848.5360980017274,1.8638915272158427,0.0341934625708881,0.1285250885685412,0.0043947178053884,0.0,0.0,28.73790961795711,167.90161474896163,213.94869509536645,0.0,0.0661154610815348,0.0,0.0084974954912542
100023,-71.3479227542,43.2227657814,-66.8451267394228,265.8596960749506,855.7231096586745,1.1754862022081,0.0358904966133939,0.0810559338051001,0.0029091377177273,0.0,0.0,23.68073277237733,179.224318577015,218.6798910279593,0.0,0.0696817252058512,0.0,0.0056481173057106
100024,-71.5018674879,43.0229070829,-83.07087620550355,245.59433815805411,848.0051783748243,0.3587227304212178,0.0380138888946707,0.0247358121573761,0.0009403044150698,0.0,0.0,24.100141316853463,160.68301235485322,211.2165048755353,0.0,0.078625328816526,0.0,0.0019448613644175
100025,-71.514167281,42.8933420742,-57.859303202203975,273.72557727296567,858.3143734446916,0.2960826976928604,0.0348135398892813,0.0204164536342037,0.0007107690229919,0.0,0.0,15.951202144860565,179.78287183191256,218.6373655057688,0.0,0.0656844808472114,0.0,0.0013410441577038
100026,-71.4705561494,42.7933420569,-85.27208717024737,247.19299322685748,848.6119003374782,1.002306379586276,0.0407042610316819,0.0691142774824268,0.0028132455916607,0.0,0.0,26.325964417859733,160.7677609760526,210.6448066685459,0.0,0.0870617474326698,0.0,0.0060172097701665
100027,-71.7895840108,42.4104253072,-49.93042905104672,280.55140382142315,861.0398606154195,0.5093262878258007,0.0350757021023532,0.0351207166818763,0.0012318837959546,0.0,0.0,15.75796258826195,186.73313982999292,222.14118262850712,0.0,0.0656073609015991,0.0,0.0023041775344706
100028,-71.4022227837,42.6177864704,-118.05239993820278,235.48922616845877,843.7280005215656,0.8121942653520516,0.0511557319110428,0.0560050509190095,0.0028649793704771,0.0,0.0,51.53496960856345,136.4343857961304,200.11494247751804,0.0,0.1203320609268321,0.0,0.0067392031993965
100029,-71.3729172203,42.6395920302,-958.3650012906916,743.6123071702389,1263.514844957877,2.4876988376385407,0.112706808959247,0.1715398716989419,0.0193337115484663,0.0,0.0,2139.8087697699016,1330.7761823842438,1167.175350878052,0.0,0.224610270342295,0.0,0.0385296169567819
100030,-71.6311427616,42.3273972203,-108.33207033059978,236.30659797241924,844.3337004719455,0.2133514982250493,0.0444889294356592,0.0147117038761183,0.0006545079556229,0.0,0.0,44.6861250371116,145.30462833299538,204.5421688295102,0.0,0.0996117120692575,0.0,0.001465458010556
100031,-71.4852783566,42.4266753195,-58.48242526506798,274.2705122808867,858.6447925111585,0.5860920042996889,0.0349422265692207,0.040414115125278,0.0014121591673019,0.0,0.0,15.742050986059002,181.44315830418665,219.3250729613197,0.0,0.065901750585795,0.0,0.0026633609351316
100032,-71.4427783441,42.4594531053,-69.77568101060245,263.7273997335756,854.7423495856353,0.3680861005700045,0.0365202372976619,0.0253814655980945,0.0009269371466048,0.0,0.0,24.369405510173124,176.12770500516675,217.55401821872096,0.0,0.0721356990166313,0.0,0.0018309097629851
100033,-71.4646272019,42.2604393318,-76.48273907203999,251.6610330800615,850.5071318593098,0.2237996695569528,0.036492574612932,0.0154321600433385,0.0005631592518202,0.0,0.0,26.10595419503452,168.9873984804049,214.4300142973957,0.0,0.0733564891304054,0.0,0.0011320490804778
100034,-71.2979171961,42.6479253679,-1405.280196013131,1067.777842473622,1574.024918492143,2.123858331685493,0.155748781890493,0.1464511620988242,0.0228095901033389,0.0,0.0,3009.8612108508805,1948.69980654008,1749.9184635583672,0.0,0.3113201217264642,0.0,0.045593193611588
